Participant_ID,Dates,Calories
p14,2020-01-13,346
p14,2020-01-14,937
p14,2020-01-15,799
p14,2020-01-16,1368
p14,2020-01-17,757
p14,2020-01-18,1212
p14,2020-01-19,650
p14,2020-01-20,394
p14,2020-01-21,943
p14,2020-01-22,718
p14,2020-01-23,742
p14,2020-01-24,563
p14,2020-01-25,216
p14,2020-01-26,758
p14,2020-01-27,321
p14,2020-01-28,860
p14,2020-01-29,422
p14,2020-01-30,749
p14,2020-01-31,393
p14,2020-02-01,611
p14,2020-02-02,222
p14,2020-02-03,472
p14,2020-02-04,910
p14,2020-02-05,536
p14,2020-02-06,538
p14,2020-02-07,152
p14,2020-02-08,1352
p14,2020-02-09,684
p14,2020-02-10,368
p14,2020-02-11,1163
p14,2020-02-12,388
p14,2020-02-13,462
p14,2020-02-14,651
p14,2020-02-15,116
p14,2020-02-16,144
p14,2020-02-17,323
p14,2020-02-18,969
p14,2020-02-19,268
p14,2020-02-20,736
p14,2020-02-21,875
p14,2020-02-22,206
p14,2020-02-23,223
p14,2020-02-24,502
p14,2020-02-25,586
p14,2020-02-26,690
p14,2020-02-27,397
p14,2020-02-28,921
p14,2020-02-29,644
p14,2020-03-03,1058
p14,2020-03-04,659
p14,2020-03-06,600
p14,2020-03-08,1374
p14,2020-03-09,728
p14,2020-03-10,241
p14,2020-03-11,374
p14,2020-03-13,649
p14,2020-03-14,1032
p14,2020-03-15,442
p14,2020-03-17,314
p14,2020-03-19,798
p14,2020-03-21,1022
p14,2020-03-22,326
p14,2020-03-23,239
p14,2020-03-24,312
p14,2020-03-25,276
p14,2020-03-26,275
p14,2020-03-27,1135
p14,2020-03-29,1505
p14,2020-03-31,272
p15,2019-11-10,512
p15,2019-11-11,322
p15,2019-11-12,1004
p15,2019-11-13,1122
p15,2019-11-14,63
p15,2019-11-15,681
p15,2019-11-16,1088
p15,2019-11-17,833
p15,2019-11-18,733
p15,2019-11-19,215
p15,2019-11-20,909
p15,2019-11-21,771
p15,2019-11-22,990
p15,2019-11-23,737
p15,2019-11-24,487
p15,2019-11-25,816
p15,2019-11-26,732
p15,2019-11-28,579
p15,2019-11-29,815
p15,2019-11-30,699
p15,2019-12-01,532
p15,2019-12-02,461
p15,2019-12-03,624
p15,2019-12-04,83
p15,2019-12-05,660
p15,2019-12-06,585
p15,2019-12-07,693
p15,2019-12-08,604
p15,2019-12-09,995
p15,2019-12-10,809
p15,2019-12-11,784
p15,2019-12-12,885
p15,2019-12-14,2340
p15,2019-12-15,723
p15,2019-12-16,1410
p15,2019-12-17,1889
p15,2019-12-18,929
p15,2019-12-19,1251
p15,2019-12-20,1226
p15,2019-12-21,1433
p15,2019-12-22,1345
p15,2019-12-23,1734
p15,2019-12-25,1771
p15,2019-12-26,504
p15,2019-12-27,1523
p15,2019-12-28,1096
p15,2019-12-29,631
p15,2019-12-30,1381
p15,2019-12-31,1367
p15,2020-01-01,1519
p15,2020-01-02,173
p15,2020-01-03,876
p15,2020-01-05,1010
p15,2020-01-06,1348
p15,2020-01-07,758
p15,2020-01-08,1040
p15,2020-01-09,536
p15,2020-01-10,766
p15,2020-01-11,1433
p15,2020-01-12,1478
p15,2020-01-13,1074
p15,2020-01-14,1109
p15,2020-01-15,916
p15,2020-01-16,1740
p15,2020-01-17,597
p15,2020-01-18,1206
p15,2020-01-19,1197
p15,2020-01-20,952
p15,2020-01-21,997
p15,2020-01-22,835
p15,2020-01-23,505
p15,2020-01-24,276
p15,2020-01-25,824
p15,2020-01-26,1228
p15,2020-01-27,743
p15,2020-01-28,917
p15,2020-01-29,959
p15,2020-01-30,899
p15,2020-01-31,829
p15,2020-02-01,1062
p15,2020-02-02,1273
p15,2020-02-03,645
p15,2020-02-04,1059
p15,2020-02-05,276
p15,2020-02-06,1466
p15,2020-02-07,1454
p15,2020-02-08,303
p15,2020-02-09,970
p15,2020-02-11,530
p15,2020-02-12,549
p15,2020-02-13,657
p15,2020-02-14,676
p15,2020-02-15,1319
p15,2020-02-17,1156
p15,2020-02-18,1568
p15,2020-02-19,1221
p15,2020-02-20,798
p15,2020-02-21,1745
p15,2020-02-22,1106
p15,2020-02-23,1179
p15,2020-02-24,638
p15,2020-02-25,537
p15,2020-02-26,609
p15,2020-02-27,341
p15,2020-02-28,1146
p15,2020-02-29,1503
p15,2020-03-01,1272
p15,2020-03-02,270
p15,2020-03-03,665
p15,2020-03-04,551
p15,2020-03-05,1575
p15,2020-03-06,2666
p15,2020-03-07,436
p15,2020-03-08,131
p15,2020-03-10,183
p15,2020-03-11,863
p15,2020-03-12,1615
p15,2020-03-13,1410
p15,2020-03-14,1534
p15,2020-03-15,126
p15,2020-03-16,2117
p15,2020-03-17,1349
p15,2020-03-18,1897
p15,2020-03-19,2198
p15,2020-03-20,1109
p15,2020-03-21,414
p15,2020-03-22,1380
p15,2020-03-23,500
p15,2020-03-24,1053
p15,2020-03-25,745
p15,2020-03-26,538
p15,2020-03-27,407
p15,2020-03-28,1520
p15,2020-03-29,461
p15,2020-03-30,1035
p15,2020-03-31,336
p16,2019-11-19,82
p16,2019-12-02,82
p16,2019-12-06,94
p16,2019-12-14,91
p16,2019-12-18,264
p16,2019-12-24,169
p16,2019-12-27,164
p16,2019-12-28,84
p16,2019-12-30,147
p16,2020-01-10,94
p16,2020-01-17,87
p16,2020-01-20,96
p16,2020-02-14,62
p16,2020-02-22,372
p16,2020-03-09,92
p16,2020-03-16,95
p16,2020-03-20,109
p16,2020-03-29,75
